"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1993","1993","","WPR","Western Pacific","","","","","CHN","China","","117851","117851.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1986","1986","","WPR","Western Pacific","","","","","CHN","China","","198738","198738.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1984","1984","","WPR","Western Pacific","","","","","CHN","China","","619709","619709.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2016","2016","","AMR","Americas","","","","","COL","Colombia","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2014","2014","","AMR","Americas","","","","","COL","Colombia","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2009","2009","","AMR","Americas","","","","","COL","Colombia","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2007","2007","","AMR","Americas","","","","","COL","Colombia","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2000","2000","","AMR","Americas","","","","","COL","Colombia","","1","1.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1998","1998","","AMR","Americas","","","","","COL","Colombia","","61","61.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1991","1991","","AMR","Americas","","","","","COL","Colombia","","10391","10391.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1989","1989","","AMR","Americas","","","","","COL","Colombia","","12598","12598.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1984","1984","","AMR","Americas","","","","","COL","Colombia","","11849","11849.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1982","1982","","AMR","Americas","","","","","COL","Colombia","","9273","9273.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2014","2014","","AFR","Africa","","","","","COM","Comoros","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","AFR","Africa","","","","","COM","Comoros","","1","1.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2005","2005","","AFR","Africa","","","","","COM","Comoros","","912","912.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","AFR","Africa","","","","","COM","Comoros","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1996","1996","","AFR","Africa","","","","","COM","Comoros","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1994","1994","","AFR","Africa","","","","","COM","Comoros","","2","2.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1987","1987","","AFR","Africa","","","","","COM","Comoros","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","AFR","Africa","","","","","COM","Comoros","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2017","2017","","AFR","Africa","","","","","COG","Congo","","958","958.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2015","2015","","AFR","Africa","","","","","COG","Congo","","1359","1359.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2010","2010","","AFR","Africa","","","","","COG","Congo","","4","4.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2008","2008","","AFR","Africa","","","","","COG","Congo","","2","2.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2001","2001","","AFR","Africa","","","","","COG","Congo","","2152","2152.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1999","1999","","AFR","Africa","","","","","COG","Congo","","313","313.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1992","1992","","AFR","Africa","","","","","COG","Congo","","4302","4302.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1990","1990","","AFR","Africa","","","","","COG","Congo","","3608","3608.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","AFR","Africa","","","","","COG","Congo","","7600","7600.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1983","1983","","AFR","Africa","","","","","COG","Congo","","16642","16642.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","","","","COK","Cook Islands","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2008","2008","","WPR","Western Pacific","","","","","COK","Cook Islands","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2001","2001","","WPR","Western Pacific","","","","","COK","Cook Islands","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1999","1999","","WPR","Western Pacific","","","","","COK","Cook Islands","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1994","1994","","WPR","Western Pacific","","","","","COK","Cook Islands","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1992","1992","","WPR","Western Pacific","","","","","COK","Cook Islands","","9","9.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1985","1985","","WPR","Western Pacific","","","","","COK","Cook Islands","","50","50.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1983","1983","","WPR","Western Pacific","","","","","COK","Cook Islands","","4","4.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2015","2015","","AMR","Americas","","","","","CRI","Costa Rica","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2013","2013","","AMR","Americas","","","","","CRI","Costa Rica","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2008","2008","","AMR","Americas","","","","","CRI","Costa Rica","","0","0.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2005","2005","","AMR","Americas","","","","","CRI","Costa Rica","","1","1.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2003","2003","","AMR","Americas","","","","","CRI","Costa Rica","","1","1.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1998","1998","","AMR","Americas","","","","","CRI","Costa Rica","","27","27.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1996","1996","","AMR","Americas","","","","","CRI","Costa Rica","","24","24.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1989","1989","","AMR","Americas","","","","","CRI","Costa Rica","","33","33.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1987","1987","","AMR","Americas","","","","","CRI","Costa Rica","","4004","4004.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1982","1982","","AMR","Americas","","","","","CRI","Costa Rica","","167","167.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","1980","1980","","AMR","Americas","","","","","CRI","Costa Rica","","1000","1000.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2017","2017","","AFR","Africa","","","","","CIV","Côte d'Ivoire","","163","163.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2012","2012","","AFR","Africa","","","","","CIV","Côte d'Ivoire","","137","137.00000","","","","",""
"WHS3_62","Measles - number of reported cases","https://www.who.int/uat-portal/indicator-metadata-registry/imr-details/60","PUBLISHED","Published","","2010","2010","","AFR","Africa","","","","","CIV","Côte d'Ivoire","","441","441.00000","","","","",""
